,ORGANON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,Close,Retorno(1M),Retorno(3M),Retorno(6M),Retorno(12M),Volatilidade(%/1M),Volatilidade(%/3M),Volatilidade(%/6M),Volatilidade(%/12M),Sharpe(1M),Sharpe(3M),Sharpe(6M),Sharpe(12M),Beta(1M),Beta(3M),Beta(6M),Beta(12M),Treynor(1M),Treynor(3M),Treynor(6M),Treynor(12M),InfoRatio(1M),InfoRatio(3M),InfoRatio(6M),InfoRatio(12M),Sortino(1M),Sortino(3M),Sortino(6M),Sortino(12M)
2023-02-02,-1.0580466448968373,118.02703164004356,4.294669404105275,-6.732459610084087,5.264182621256303,12.973024088726277,1.8615729134513253,3.534888577469555,3.817461353040249,6.4145074463427045,1.7587239050331145,-2.8093089269434457,-0.3375162898710445,0.0241387798416749,1.7432053464733337,2.041090866212076,1.7928234365277274,1.894908694123164,1.8781452170695647,-4.8653365711567576,-0.7186738896606986,0.0817128463868808,1.26191177102741,-0.7767072068564096,0.2859733956337971,2.0155626764290586,2.385484570871651,-5.242649066022113,-16.16502990331643,1.0943645810174063
2023-02-03,-0.981339052795771,116.8687862857042,3.232369602186067,-5.915341372059153,5.058365751387535,12.329134797455197,1.7911646110812645,3.2875119817804555,3.84890143815375,6.4874549927276455,1.234779298478131,-2.7721498351695786,-0.3882334443954446,-0.0772302773181342,1.7618907833060349,1.676030353864665,1.7144644939103393,1.839939492865768,1.2552951652200193,-5.437536245925647,-0.8715679256004215,-0.2723067525426625,1.503744461099367,0.2379625614100345,0.7763512463569944,2.196387860734814,1.611475599434905,-4.811268611671303,-18.747219302447263,-3.541158398968829
2023-02-06,-0.539404152374523,116.2383911996494,1.0986141597409504,-1.1366027923675592,2.2402011722263664,11.384645482410184,1.6924186873485545,3.0936137739809944,3.85684659035204,6.528692068328024,0.0460509802138637,-1.4011888798713823,-1.118125064248551,-0.2232446498356082,2.3736994909444755,1.4693206438376754,1.707036152571739,1.84718785645302,0.0328337853135953,-2.9501642387582176,-2.5262715351032656,-0.7890348399523875,1.3239428085013636,1.186657411664379,0.339777510028165,2.0091253380165903,0.05678656313768336,-2.2884336977011137,-54.104062043063735,-10.30126705408101
2023-02-07,-0.5733631683460638,115.5719230770326,-0.4114905355516575,-0.7271163379355793,2.830793887714348,10.091387095704096,1.6862673084132829,3.0842812167081006,3.8767144174032473,6.570800885641166,-0.849312056672417,-1.2726630577728606,-0.9600511478065524,-0.4204561350387877,2.545825129472568,1.197661675153625,1.687667033865736,1.8157119337908552,-0.5625551964382784,-3.2774287144018657,-2.20531897078123,-1.5215704061150686,1.679728544762217,0.4136489575113901,0.7818464956922437,1.9684528298328727,-1.0435003613760483,-2.072253903219547,-46.69445441415881,-19.52640991537765
2023-02-08,2.3102786179871826,118.24195650427788,2.5037630432018365,1.1139486267340628,4.7809339423814725,12.578151898720542,1.680710470473732,3.044156433877385,3.7877741465106696,6.436995698596235,0.8824163643887569,-0.6846513459109036,-0.4677427964154574,-0.0447335387243463,2.526903017109765,1.0231731201064929,1.7370621039015544,1.8884951306734128,0.5869186165450387,-2.036982558142814,-1.0199428491933078,-0.1524756890683253,1.7613210118723477,1.326262955793555,0.7108552126216243,2.080795340915777,1.0806009703682404,-1.100302227207251,-22.227893538013657,-2.0351661724854466
2023-02-09,-1.4421076703804658,116.53678017992172,2.8037980796332804,1.922130548056998,1.5228089825067963,12.82414533782202,1.68830784953523,3.083063219754433,3.838521199521167,6.5394442924368885,1.056158958135427,-0.4138753529667118,-1.3103559339417457,-0.008248144893535,1.851105708099244,0.970272873873461,1.7109722045835438,1.82134373117199,0.9632737080195922,-1.3150979612576126,-2.9397491191728773,-0.0296145549706381,2.0689257536902543,2.734393098184244,0.8925278478829286,2.466007917671869,1.2992113942087886,-0.6736395140348148,-63.10450262159488,-0.38122425759810047
2023-02-10,0.675609260322596,117.32411345849908,3.5989653514789803,4.944976586889058,2.528320894083549,13.02619349546008,1.5489676614369898,3.0930048586049987,3.8147874655244896,6.502248221483082,1.664520696856119,0.5647718773145944,-1.054925642947634,0.0209352934718168,1.224350453922645,0.9934505572605375,1.744115047512137,1.824669084336925,2.105842100161943,1.7583584283796303,-2.307369072652297,0.0746033765310466,1.7018690324273915,2.733907478229753,1.0748582401535194,2.50964484259213,1.8785832448761033,0.9222087206292743,-50.48929668425466,0.9621128144908787
2023-02-13,0.3750921707751597,117.76418702251328,2.9497427975473194,5.938851810589401,2.796319425753666,10.691079059784698,1.3778750335419887,3.116234504684814,3.803273448118691,6.487181718099203,1.4000298505533848,0.8794965141800375,-0.987654093072104,-0.3408217509610226,1.048746347429462,1.0250357444796367,1.809195674055583,1.852992510709704,1.8394020460898703,2.6737773770310667,-2.0762367730443048,-1.1931902688144669,1.857720910189023,2.529574981269806,1.0750911270227554,2.127308162758173,1.4465451154907056,1.4469043223382458,-47.12697284800912,-15.626681773054685
2023-02-14,-0.0419772452210143,117.7147528609443,1.93151220846721,3.8378726185558696,3.401744850444896,10.763680793390506,1.2777907280777978,3.1444214997276823,3.807532541876152,6.503516122383628,0.712820627193865,0.2034517930435605,-0.8275420180290973,-0.3306452696121175,1.0202894614202969,1.043196337447752,1.810859256624047,1.8227578493772467,0.8927227249245423,0.6132481194953961,-1.739998926967855,-1.1797271055214311,1.965372007973878,1.7633302971865823,1.3298159391730109,2.370196696049987,0.7002485977531887,0.3377363754426982,-39.531273260318514,-15.198262329500524
2023-02-15,0.7813533600390166,118.63452103768492,2.885926561443053,6.01202305609242,5.991098242307183,12.583081546389083,1.2478814015078727,3.169838578270147,3.78252224678371,6.469730736811023,1.4947333447977478,0.8877072318542075,-0.1484564359220468,-0.0530073535473988,1.068502139541721,1.1541492063176848,1.893272275859144,1.8883789548813952,1.7456679515744975,2.438063132858346,-0.2965974723833857,-0.1816072476534005,1.8979426831535435,2.1814628697455185,1.5067077838941176,2.4548197375221488,1.4479543052361907,1.4855335483934644,-7.04510784864225,-2.423849942100847
2023-02-16,0.0857504968312605,118.73625072888812,2.960902803746694,7.07668626930331,6.7599162135620965,13.150105753650813,1.2033535754476608,3.2113356973710405,3.77586474201859,6.479473624559382,1.6123492073130872,1.2077690433070996,0.0548955574056763,0.0327329697794868,1.1495974837287122,1.2624763802537688,1.9245289072204872,1.9080657555466365,1.6877439372929852,3.072177748127165,0.1077033443997023,0.1111557155318909,1.5905941209932768,2.134591440760252,1.267515924747201,2.298076872054573,1.5683569160683657,2.0476001860879385,2.6005233209577963,1.4990238311632427
2023-02-17,0.1701149829411719,118.93823888156057,3.508910259509332,3.483902554504416,6.482708729076116,16.042357272944503,1.1458649540436971,3.2419828962054087,3.761926176682572,6.483368555172056,2.1714894329145835,0.0881460937031295,-0.0185886914043849,0.4769672040379843,1.234436118312794,1.271824175913163,1.9058014231560136,1.885926175905672,2.0156844103475504,0.2246915364285202,-0.0366928494935358,1.6397005418428805,2.0650318330666213,1.0814873692612843,1.19387265122527,2.721764342817524,2.8401730481372978,0.15086529614065716,-0.8773365272452652,21.856098028865404
2023-02-22,-1.1526058741405665,117.56734975361236,1.3921647929475147,5.095530242195602,3.601061698627835,14.63176870829547,1.0163641250733089,3.303493828463222,3.79548155419054,6.562112283332468,0.3655069709041835,0.5743603331405998,-0.7776552917175726,0.2544568733019783,1.2272534843033764,1.1940504496615565,1.862269749645097,1.817273739630985,0.3026988127901653,1.589041582273054,-1.5849348977478737,0.918834921486484,2.298369889551399,2.9587065207708285,1.3455019247097688,2.63753598767058,0.42503228223132034,1.0016903687042138,-37.03063347906872,11.801609627101886
2023-02-23,-0.8390667054523959,116.58088126534705,-1.9144203114864424,5.294231094496743,2.1216140451383443,12.513382697086852,0.986635567929294,3.338483277451783,3.8238402821218607,6.617354902620722,-2.9748541681938145,0.6278589688623849,-1.158788976997599,-0.0696054165290041,1.6274783017009162,1.2538624115602317,1.9114365141806848,1.8318278249517217,-1.8034630192459045,1.671711863135712,-2.318164341765496,-0.2514448891119462,1.427678042621498,2.023820297298376,1.0598293418081766,2.4248593452548963,-3.4254333249154634,1.1065903207022791,-55.591862448517944,-3.25544877031115
2023-02-24,-0.4993392661543083,115.99874714836042,-3.1877881215065083,3.0560203245790363,1.3319759123711443,13.483876876363372,1.0323924597212724,3.345005133106775,3.8408680328995857,6.651327312754749,-4.07641948770045,-0.042485465976108,-1.359240165704982,0.0748567663917926,2.236726134937563,1.173842739215646,1.889034327135716,1.773096174223865,-1.8815288452290893,-0.1210674113531378,-2.763667142780475,0.2808064571365823,1.810094368275385,1.7493693923909566,1.2658241314562264,2.6912057259736515,-12.665799625684938,-0.07502616260342732,-65.49870447211406,3.5190285008513693
2023-02-27,-0.5989988462780094,115.3039159912448,-2.419835296585045,3.5137603344787465,0.5915391397379783,12.737277332460408,1.0474493816648769,3.3649092732848795,3.862770560340176,6.685758617317902,-3.284656974423704,0.0937992327558586,-1.5432184700086358,-0.0389929636048586,2.7726468627982706,1.1200406250717747,1.930665409923404,1.7698500596806572,-1.240876349240172,0.2817986250337745,-3.087587752638643,-0.1472992251575176,1.6077386531980429,2.362589649573738,1.0031692144654392,2.55461768980522,-10.355666768006001,0.1666280855288437,-74.78826361388455,-1.842554482930674
2023-02-28,-0.1190066180671522,115.16669670032462,-1.66979721855572,2.5218107182922767,1.1825817334679196,12.886452763959348,1.13158720295216,3.358776241975532,3.866563448725203,6.687625038448012,-2.3776106974282865,-0.2013601560017826,-1.3888447329535278,-0.0184696715212513,2.71602443817407,1.0310245784264032,1.9301027495741128,1.7398763292304311,-0.9905926474729226,-0.6559724396594991,-2.782264457981606,-0.0709925387467418,2.3851425885051287,2.527014370596212,1.2062410308658948,2.8605593094917534,-8.09811190782164,-0.35710259705428593,-67.37301178862184,-0.873000491310217
2023-03-01,-0.9879389208381272,114.02892007977852,-4.477319900033851,0.3962136804087743,1.0018537303292805,9.94881946377266,1.3157336376244873,3.386792487733123,3.904506682128924,6.744519918064282,-4.178654678325764,-0.8273080668778093,-1.4216352372855237,-0.4556512510238663,2.738029500603836,0.9713532539976234,1.9232829450640656,1.723052750292419,-2.0080121558506328,-2.884553826747805,-2.886098635552745,-1.783548958498125,1.8877367046195688,1.6892960072196257,1.008878397613796,2.754902076945877,-16.54853150691962,-1.487277549942999,-69.64043493099221,-21.720359539732456
2023-03-02,-2.0239512508815505,111.72103032545712,-6.344361815711896,0.1723957802967259,-3.0470161620698737,10.434668622709223,1.6563559025150096,3.466638438332905,3.991909007544678,6.875842183867061,-4.446531343164302,-0.8728163319823722,-2.40477780374932,-0.3780334661218568,2.777478113718946,0.8611913385163081,1.895009004971464,1.6942456320033945,-2.651699899844272,-3.513433671160324,-5.065756495481653,-1.5341922116691844,0.981273122762922,2.068597521592397,0.4058226728574129,2.976278116880032,-736.5038435968186,-1.668154087792658,-120.43777200680772,-18.37128563930276
2023-03-03,-0.0389190725550991,111.67754953660544,-5.379684649532356,-0.4228016357326027,-3.551834200496805,16.896802228244276,1.864777141067868,3.466614642009654,4.007101267214184,6.861456391950373,-3.43223923590326,-1.044516462315822,-2.5216413413435346,0.561227090065431,2.185949880271205,0.8397580812242247,1.9484268212911309,1.7173115420506393,-2.9279542626085133,-4.311879984299102,-5.185964442668467,2.242362617482255,0.2021449452794916,1.2193680209330926,0.3688121787348861,3.7832791577228697,-640.0361269788644,-2.0406886085726517,-126.77124597396696,28.26469114344009
2023-03-06,1.4549444764110353,113.3023958749795,-3.051619276687022,1.174114920794808,-1.705920442888894,16.17549698516153,1.905230580800523,3.411212354548944,3.954610812513046,6.717593353890132,-2.137429420869494,-0.5933431563876868,-2.088336589435802,0.4640841705368572,1.7355908312920056,0.8126498338205643,2.025191122449677,1.7506432677829546,-2.3463455922452754,-2.4906416285610824,-4.077915592855188,1.780790408312083,0.2791267440681232,1.6046998257568947,0.6055151486649835,3.2512049536683043,-407.2295896943311,-1.1650698775256907,-103.61231376571749,22.882305338504946
2023-03-07,0.2782086147362195,113.61761290100624,-2.254658096688338,3.3306429501224484,-0.3073663950010912,13.391223522192297,1.9597969224953729,3.394020080604534,3.9471544900685815,6.665758324755287,-1.6712623024094784,0.0390417618705707,-1.7379619739034955,0.0481944836892054,1.373613342882574,0.7758096838362568,2.041849293710784,1.738086442677637,-2.3844662938925927,0.1708002961701426,-3.3597016341957886,0.1848313023854514,1.076946049029487,1.9782336252240809,1.0793234453769045,2.889341661584508,-327.53347169446266,0.0763871009826812,-86.06598027580469,2.35856728569925
2023-03-08,3.546125533560596,117.64663608271084,1.795170444897228,9.224376168761912,2.8900893243165298,17.189148992251468,1.917249166074012,3.2681755087117708,3.812041417800808,6.42834350946369,0.4039609657136453,1.8439161931011925,-0.960784075545791,0.6389164603358428,1.4112617679941135,0.8667658564851719,2.160244223399351,1.820823920307992,0.5487952995012118,6.9525601375755794,-1.6954326968552864,2.2556681264351486,1.702613761546408,2.432083182538489,0.9329113681407892,3.5142486635043744,77.44938246409392,3.5104530016788846,-45.950530711944246,57.725967458120095
2023-03-09,3.0602367175233125,121.246901637045,2.541352681912366,15.013998294172842,4.808952670940219,24.69001996023988,2.083278922702187,3.178807471714109,3.71882785544168,6.243408811264728,0.7299435736063767,3.7170743975412326,-0.4688803598071446,1.857325181650569,1.301898009437338,0.8724994421960732,2.101063418275453,1.7677965593796003,1.1680454618048703,13.542546042299888,-0.8299060979090004,6.559601184296115,3.744326766708411,3.817024169665022,1.4844180329136911,4.774367007381069,152.0676061656077,6.914053203175393,-21.876369078878458,162.98130360615002
2023-03-10,-0.3832432673524066,120.78223104964762,3.643013701915676,14.83082606379124,4.687990047799162,26.18486209987893,2.221395216057628,3.1116130349089355,3.7508112060043697,6.254614925047644,1.1804910097507646,3.738476316602824,-0.4971319172440404,2.0910761704774976,1.3107239316861907,0.8735868387702124,2.04231387290282,1.7208867462264037,2.000678417678589,13.316010637037015,-0.9130075405163296,7.600079583365762,3.8154154624119614,3.360604277341752,2.0202734598675334,4.949177953881473,262.2337081659387,6.810679623949551,-23.393972584193893,485.2393356908673
2023-03-13,-1.0663079295675892,119.49432054245658,1.8497536610197,12.621074127489193,4.944732859339508,25.042298976642,2.313588951373624,3.014369527856916,3.800501157918637,6.293083254136411,0.3583510546552236,3.12600681968708,-0.4230771384376092,1.8948272296774,1.1277452544475013,0.904096648900519,2.017328053859334,1.703253177706714,0.7351634045842986,10.422491569454408,-0.7970469410986315,7.00090019771435,3.104503005853017,2.561847061355595,2.302063775516167,4.63253563129998,82.90770407634112,5.548769913667412,-20.172863611517176,442.4036120448044
2023-03-14,-0.7819586897773845,118.5599243191844,0.6757039782552886,11.000219973104288,3.54713683596967,22.57710449881014,2.3564728413186344,2.9074349713265177,3.8322375319506,6.307719784064701,-0.1463936422063581,2.6834944284903592,-0.784267977345622,1.497704794427713,1.0048687181302076,0.9350529990086276,1.9933750063588715,1.6936251035957814,-0.3433012051991252,8.344003553835721,-1.5077449894291437,5.578036215005814,2.9119210253769823,2.266690928272312,1.765143101739716,4.194468834696049,-34.49726420010003,4.6752359225887865,-37.707177674859295,371.28257360743487
2023-03-15,0.7626884584287286,119.46416717828863,1.486147041748373,14.584656506127216,4.197744528956248,22.70654317079052,2.3876497629314155,2.7791543958358504,3.8104863836121288,6.23509977836016,0.1949492043257663,4.09711748898754,-0.6180033853505048,1.5339819780517443,0.8694044594712451,0.9442149680921972,1.9567304870468167,1.6723245045842272,0.5353899631193222,12.059247591448726,-1.2034838218616433,5.719303080915413,2.9449327734022352,2.869228977521532,1.8919278306632783,4.527310790330885,46.547042149208416,6.886850474092483,-29.544618945372772,375.89765722351416
2023-03-16,0.4751213798124043,120.03176697776752,1.177773491106147,12.61060117529512,4.354895272422388,17.979941879985255,2.4467723560000123,2.5434297768835847,3.802802542954365,6.186031758585374,0.0642057568063587,3.700698495586728,-0.5779271252224288,0.7807845040640669,0.8068123177689052,1.015195644325367,1.9802929254305688,1.6878905657698844,0.1947130297716343,9.271579130147355,-1.1098068943312056,2.86153488662258,3.1119566855831757,2.1734444010247773,1.7408850975512546,3.982630423011639,15.709687084985813,5.747831357487178,-27.57299735719813,189.82319750676376
2023-03-17,-1.837311596505009,117.82640940359514,-0.7662708900674645,7.083371781383728,-0.0017982977895318,16.277733260817058,2.476221322204583,2.408060106309436,3.875465301925381,6.29507003174687,-0.7216428896318654,1.6134303894044597,-1.6912643517653865,0.4955904986581103,0.852384496564963,0.961481347858428,1.914710776537924,1.6319173073164883,-2.096410150026191,4.040886870750043,-3.4231991546532434,1.911724866287063,2.930927849227864,1.7418054525281836,1.1396363440404662,4.202485598566835,-178.69475103237534,2.4031645518044904,-82.23230667152062,122.611016071231
2023-03-20,-1.895461407133792,115.59305528593852,-2.812538361992396,4.54369503482377,-2.3064557298511907,12.979914824588176,2.506410566861947,2.370369404176522,3.948164758812897,6.401392302035587,-1.529364355915524,0.5676586130842646,-2.243851076360708,-0.0290584167464694,0.9438699220763392,0.7941751888257288,1.881699972922008,1.5977766801094144,-4.061168697712414,1.6942868870806345,-4.708026715839743,-0.1164207286198802,2.166295244263297,1.8071043649205396,1.2865153084051657,3.9760616938078246,-383.3214982248685,0.8650172176621108,-111.14666142529845,-7.767664599712204
2023-03-21,-0.7686644403304466,114.704532574464,-2.4350444108402662,2.1233529291996867,-2.5770611555807075,12.5089205273081,2.512393883765748,2.317964298376533,3.9761647316368496,6.437508222005032,-1.3754694490486834,-0.4636747416276536,-2.2961068732388434,-0.103298038079248,0.9505982642579964,0.6865097967040387,1.8981408842419247,1.600620677654872,-3.635311741068631,-1.565573429996096,-4.8098111395390175,-0.4154525670794391,1.4986814639997714,1.4564191247433342,1.344857974440711,4.032778887591317,-345.57210310965553,-0.7123379644464993,-114.54169149310377,-27.768597370431106
2023-03-22,1.4164676607661295,116.32928518381424,-0.2158124718238816,1.88614565518705,-2.907562949130031,12.127774887510125,2.4682777944980723,2.2511093248261145,3.918478365300205,6.336030746664285,-0.5009521597756837,-0.5828187714809652,-2.4142537181689416,-0.166366225177525,0.6787972845359775,0.6070636878615676,1.883509647502419,1.580976302581481,-1.8215881534137668,-2.161204495340664,-5.022645344840703,-0.666740871580487,2.963242800111132,1.5623169186758503,1.353307028558053,4.122019413218972,-123.64890920801706,-0.8821206815006588,-118.6881845781504,-44.01761548979877
2023-03-23,-3.853705101511729,111.84629758613347,-3.5797365612199554,-1.209059776923673,-5.726483028243771,7.45562466044872,2.726889126607145,2.379324728562761,4.077587517368978,6.577739074083401,-1.687055456926545,-1.8522878152648816,-3.0113690974871568,-0.8717624932989007,0.5614065897458222,0.5063361796777797,1.806403068649346,1.5127875966990263,-8.194441008537304,-8.704087087120374,-6.797553245569639,-3.790503192916771,1.7609504867604735,1.7065851954080062,1.5361332595658,3.899657892593018,-460.04131814762445,-3.002190312813875,-154.05450586136553,-239.45223528416548
2023-03-24,2.1168179510555163,114.21388009102772,-0.9453589592740776,1.3540750332217044,-1.2979162799099104,9.226256180449631,2.698961836541778,2.317997356517997,3.989741460104902,6.432714981805749,-0.728441415107032,-0.7955399034190095,-1.9676849671266767,-0.6174017874385728,0.4995871085349058,0.4685474711020939,1.8343219448090144,1.5529008492781988,-3.9353208798681423,-3.935693834377854,-4.2798126664661575,-2.557516617816118,2.5247496827807114,1.867627780561416,1.89786214093973,4.091575312388496,-196.60355795303664,-1.2681878908889481,-98.49347183056742,-165.84648271307543
2023-03-27,1.1931372815426444,115.57660847509018,0.355929089320147,0.1527890775818309,0.995083145533518,7.048631694337508,2.6643402786529613,2.262066511787097,3.94275894505628,6.352105699893601,-0.2494979850217275,-1.3462669346374834,-1.40955989087172,-0.969311610844451,0.4784338518504923,0.4561067213554063,1.84352364400339,1.5991785428037255,-1.3894241144622674,-6.676826291267771,-3.014637152284231,-3.8502078682366254,2.4287172832022166,1.496326727200454,1.817814721780601,3.648851700551788,-66.4747530936142,-2.1222375801079467,-69.72537904804483,-257.11369210001703
2023-03-28,-1.314048288654435,114.05787602933842,0.0253935138030266,-0.5473354170947917,-2.050920324902442,6.81142625858744,2.724651740510901,2.301409530226941,3.996245733638137,6.43665373011812,-0.3652881913879519,-1.6274677732289584,-2.152910234308941,-0.9946707821494049,0.5334942099359153,0.4630630869696736,1.889312553848013,1.6736087557922603,-1.865593080331309,-8.0884655867455,-4.553803615627224,-3.8254767597285313,1.39119545609548,1.3781954606571911,0.8732250852735395,3.605520583581652,-99.52831064532623,-2.630139601629129,-107.9407006399557,-640.2351400161475
2023-03-29,-1.891209543107042,111.90080259320636,0.1609117524476316,-2.4260298545949315,-2.689107607155685,5.894140895729981,2.8742921229579967,2.38667739959984,4.085688799160341,6.556486216595442,-0.2991222989971717,-2.3564828166091707,-2.2619798215947142,-1.1176128857927858,0.5954787396736261,0.4814041106050125,1.9039343280982777,1.7271000372876588,-1.4438212660285452,-11.68283393733016,-4.854025417067425,-4.242726722823525,0.7132771039135053,0.8782717200074664,0.6658380787128528,3.44533313176115,-85.97648678086573,-4.134524432212647,-115.94743223559787,-732.7613481189856
2023-03-30,2.1944637000204548,114.35642508614582,2.398759249872601,2.218488017359072,-1.868596303199827,6.54005001266722,2.6967984399613565,2.337886001271198,3.999140499121732,6.411310158110941,0.5110069070034241,-0.4190308716762954,-2.105761055134171,-1.0434188144800216,0.6586382821532715,0.5000682428015822,1.9736151913245432,1.82856606703108,2.0923208792403885,-1.959025439216272,-4.266907933257581,-3.6584303761588575,1.0912114523714769,0.8712616474043186,0.3519310335346268,3.285706683354627,137.8082629616312,-0.7333178845844267,-105.65325376377118,-668.9681644439837
2023-03-31,-0.8545211565670896,113.37922523989091,0.0678091264691293,2.8645192348584305,-5.8304174264603,5.563481841230642,2.6255334001374337,2.3309808242277867,4.038072171523911,6.464402301933991,-0.3629233944375957,-0.1431222376544609,-3.0665760576655705,-1.18715192831117,0.4703032926220711,0.4815892970065724,1.916351008148303,1.7989509883423904,-2.0260702162527067,-0.6927379689847375,-6.461788778604876,-4.2659459361877206,1.2157600866731892,0.9415242326723255,0.3143873262933928,3.5847757483702662,-95.28674937871597,-0.25166129360413403,-155.35847235085149,-767.4227658120104
2023-04-03,-1.331359306124669,111.86974037344756,-1.538381667181818,1.8880406199194537,-6.261229688190009,6.767366528329895,2.7407041175414983,2.3171180150120367,4.088335934856986,6.5483878162986136,-0.933722933117518,-0.5653979633080068,-3.134250195244485,-0.9893001998501167,0.4028223100798189,0.4423313760969558,1.9313759589397863,1.828306657355844,-6.352821637240082,-2.9617926225177715,-6.634579685399329,-3.543345067030192,0.4861177720206808,1.029507055503033,1.2860362543898538,3.8296934655065087,-255.9058287438107,-0.9882640553443274,-160.76346590635225,-647.8321375360289
2023-04-04,0.6498320868350005,112.59670584185324,-4.292456128798515,-0.0234148309090441,-5.588463501847015,9.956942403081197,2.7691893554952096,2.2254390849393526,4.059717288385508,6.496775113792117,-1.9186599639751485,-1.4476016346897171,-2.9906273400963603,-0.5074401390446228,0.458542723799954,0.3910143250016278,2.021390041599574,1.8791848753460567,-11.586996092806253,-8.238954563230346,-6.006313114167724,-1.7543374844783255,0.0408837248598946,0.995915906039378,1.405840316235915,4.05587964790162,-531.3132749054803,-2.430162876765631,-152.322905540352,-329.6724467084317
2023-04-05,0.0136518735578405,112.61207740176506,-7.121686508021832,-0.4902587117011126,-5.961148115131324,8.83995474641185,2.829914066700616,2.225352469345793,4.056751498656769,6.477627791905924,-2.877247483974404,-1.657442220439342,-3.084681458338108,-0.6826097136869692,0.560283360230937,0.3295097735811613,2.066084700414116,1.8696345646236423,-14.532580665829537,-11.193577349669049,-6.056763368163787,-2.365003159477716,-1.1736537149673347,1.2766963649699448,1.682337543370201,3.950918442463098,-11.566661586299762,-2.7823247025670463,-156.9986265259812,-442.1691652403657
2023-04-06,-0.7614575263047096,111.75458426286124,-7.474316965610245,-1.2851000338184686,-6.641597681811112,7.8694152626201985,2.7201072940650133,2.271536710742647,4.086542915181861,6.512628893499957,-3.123036214197033,-1.973657057342599,-3.228703569135156,-0.8291906871048811,0.2828341352098235,0.3015598834525176,2.153037327379161,1.8863751286873844,-30.03524867875101,-14.86681321415198,-6.128196445034548,-2.862745137452069,-1.418701569093626,1.1819195692887745,1.657464136630726,3.9152064513752407,-6.755012997598169,-3.381910094463683,-165.5355829904539,-540.0211227060331
2023-04-10,0.5789894548984265,112.40163152110878,-5.935586720063191,-2.23841659542662,-5.971866980296706,10.413137391219214,2.509747687481114,2.2731770457779943,4.057649383207754,6.461125587544035,-2.771698276690543,-2.391609149791284,-3.0866405180272296,-0.4433391230008937,-0.0499827314557148,0.3015033914441035,2.29538935127462,1.9543298590621685,139.17333322375146,-18.03147551919352,-5.456374966278573,-1.4657043376264998,-1.2517754191620103,1.0976638492314614,1.445105088481534,4.175125063518755,-4.286828492644447,-4.101040653341425,-157.13310597860533,-286.44697515804063
2023-04-11,3.079447883386588,115.86298118387757,-2.274751060102053,-0.160685303134484,-3.040667937563559,14.486832623648583,2.2625557693198584,2.20247144184396,3.924288038064959,6.251579718004173,-1.45650671910243,-1.5250230562235818,-2.4445978119777623,0.1921505154891114,-0.1686338001314654,0.3228314623642875,2.589773557204972,2.162177395976903,19.54191673193189,-10.40425150909206,-3.704302997740751,0.5555715584072305,-1.3466544612172824,1.0249474537929462,1.2130904664464304,4.099470254862292,-1.6366720959967669,-2.533712311847687,-120.35812684441672,120.12442654357756
2023-04-12,0.925530684718523,116.935328626964,-2.1168176291310803,1.3710494254516197,-2.6749438311310056,15.116638908395782,2.155304782476428,2.184660390261067,3.877800974189512,6.177202949746143,-1.4557079234902517,-0.836324496496041,-2.3795913989423303,0.2951285213174845,-0.1425181544463604,0.3380221858643601,2.711463186678259,2.219672551512221,22.014698840127267,-5.405222134245044,-3.403174304680867,0.8213232943726592,-1.418699076464877,1.1037223178905766,0.9875124258294145,4.032176375182868,-1.2919916694319729,-1.3823945882314248,-115.76973274805873,182.30687724365833
2023-04-13,1.2471314453819329,118.39366588103157,-1.36472297124424,4.441863781973188,-0.693936280622663,17.707498347522606,2.04614911400237,2.171551882991986,3.8200750338227314,6.089795607765494,-1.1657994889896213,0.5727375732363411,-1.8969717166082976,0.7234965104288494,-0.0478430810724699,0.3512668956145715,2.7606218609082376,2.226955584094151,49.85882050295351,3.540696180451694,-2.624978957494419,1.9784614937596323,-0.9561566712334608,1.620726594998655,1.4842058050749234,4.673365651774126,-0.916608713976371,0.9462395285422062,-90.9159066268939,440.59458714432685
2023-04-14,0.6552629813250777,119.16945574578368,1.1398517098048515,5.2284304805689175,-0.3871478876989399,15.218211345173357,1.9524782266661576,2.1623583308639525,3.7949209414240217,6.036126178368382,0.0610378584103614,0.93892673810736,-1.828703682811208,0.3162087587568452,0.1813336160893001,0.3777883060688051,2.8133995632905866,2.24812517324144,0.6572145425582495,5.374163312105263,-2.4666904737280286,0.8490078707715183,-0.6908526135115989,1.5464920587028563,1.2033129660168864,4.216607233734899,0.04434409025135451,1.6326430152310407,-87.06692312768352,190.86759665615656
2023-04-17,-0.0850041298867898,119.06815678683614,3.0063237729129875,4.089676382170572,-2.1754457023843696,14.151632415253829,2.0428810833681075,2.16294359564454,3.7948845165032186,6.038963396420153,0.971983718887324,0.4121891840426606,-2.2999602961007555,0.1381219783765419,0.4943016390499367,0.3881959904282456,2.847701949436731,2.2632026324854366,4.017075801069919,2.296628450065908,-3.0649568919848904,0.3685545252044238,-0.4749266922235846,1.7976949298382068,1.174407067633986,4.036590069529559,0.728912378327919,0.8047236152211265,-109.50300265077544,83.41135716570722
